ensg,symbol,ensembl_symbol,chrom,biotype,mean_cpm,std_cpm,cv,mean_log2cpm,std_log2cpm,frac_expressed,name_class
ENSG00000289520,ENSG00000289520,ENSG00000289520,chr4,lncRNA,1.0813266824964107,0.7730514685226815,0.7149101941496274,0.9705377629117433,0.4898522451700344,0.43462017434620176,unnamed
ENSG00000180712,LINC02363,LINC02363,chr4,lncRNA,2.7479723067589004,2.0275290158253476,0.7378273102820019,1.710273232100925,0.7491012463439378,0.7870485678704857,LINC
ENSG00000249096,LINC02362,LINC02362,chr4,lncRNA,4.3090051591152125,3.0885381908406746,0.7167636326234658,2.218818520330667,0.7133285914370242,0.9763387297633873,LINC
ENSG00000270426,ENSG00000270426,ENSG00000270426,chr4,lncRNA,1.324872744450294,1.0163053703835487,0.7670965944772503,1.0940713754909102,0.5856716032841607,0.5155666251556662,unnamed
ENSG00000271646,IRF2-DT,IRF2-DT,chr4,lncRNA,3.787575947999311,2.2404828623709894,0.5915347687099097,2.111155101319412,0.6515440616219013,0.9763387297633873,named
ENSG00000271538,LINC02427,LINC02427,chr4,lncRNA,0.4369099000859388,0.4333739281921104,0.9919068625061304,0.4709461809798449,0.36995949666305783,0.10336239103362391,LINC
ENSG00000307670,ENSG00000307670,ENSG00000307670,chr4,lncRNA,0.49373922305387513,1.1578188788094002,2.3450008116593626,0.4462578800672879,0.5174260384973998,0.1295143212951432,unnamed
ENSG00000293200,SLED1,SLED1,chr4,lncRNA,6.069018126543949,9.63818853701597,1.5880968446710695,1.7676060152923554,1.698047120682691,0.5317559153175592,named
ENSG00000251139,ENSG00000251139,ENSG00000251139,chr4,lncRNA,1.6773109529572512,2.2704805204900396,1.353643173012718,1.1405738741045712,0.7998707162195605,0.45579078455790784,unnamed
ENSG00000251230,MIR3945HG,MIR3945HG,chr4,lncRNA,8.0991504882131,7.834695967974591,0.967347869307605,2.7025981581448657,1.1985501470524444,0.9240348692403487,MIR_host
ENSG00000249173,LINC01093,LINC01093,chr4,lncRNA,0.7444786352897759,1.0623784219879648,1.4270099525078404,0.6428892300442809,0.6132430018694492,0.22914072229140722,LINC
ENSG00000221990,EXOC3-AS1,EXOC3-AS1,chr5,lncRNA,0.5529385325891882,0.3712643630053474,0.6714387605921874,0.5997970640230391,0.30972459851590756,0.10336239103362391,antisense
ENSG00000188242,SLC9A3-OT1,SLC9A3-OT1,chr5,lncRNA,0.9654528103387557,0.5874129366024416,0.6084325720656731,0.9173884507716402,0.3984512589904471,0.3823163138231631,named
ENSG00000225138,SLC9A3-AS1,SLC9A3-AS1,chr5,lncRNA,3.3622838450230508,3.247781023893156,0.9659449271960233,1.8619878589611054,0.8263353686393574,0.8468244084682441,antisense
ENSG00000286388,ENSG00000286388,ENSG00000286388,chr5,lncRNA,1.3316884050083282,0.8424303212711645,0.63260318112171,1.1399850551521813,0.4731184063318559,0.5753424657534246,unnamed
ENSG00000299935,ENSG00000299935,ENSG00000299935,chr5,lncRNA,1.185425148172723,1.1969870358396233,1.0097533679665245,0.9570640112355366,0.6708776681878593,0.41344956413449563,unnamed
ENSG00000291079,SDHAP3,SDHAP3,chr5,lncRNA,11.181808100263781,7.164371930272181,0.6407167665579212,3.360581407863579,0.8638530825947693,1.0,named
ENSG00000249396,LINC02212,LINC02212,chr5,lncRNA,0.4479947442973307,0.4077826546035119,0.9102398181994511,0.48295392102412316,0.37459762009729647,0.11830635118306351,LINC
ENSG00000307738,ENSG00000307738,ENSG00000307738,chr5,lncRNA,0.519378433322605,0.6421367198553998,1.2363561493061554,0.514312292332404,0.4728433724523923,0.16687422166874222,unnamed
ENSG00000261360,OTULIN-DT,OTULIN-DT,chr5,lncRNA,0.6533665696953741,0.5378654977439321,0.8232216380380568,0.6564747331131631,0.4371660114807303,0.26525529265255293,named
ENSG00000215196,BASP1-AS1,BASP1-AS1,chr5,lncRNA,5.371976663414047,5.101262812337159,0.9496062868402629,2.1868803102647902,1.217001529170381,0.7608966376089664,antisense
ENSG00000248455,LINC02217,LINC02217,chr5,lncRNA,0.9046235908500163,0.9491220304582075,1.0491900057198142,0.7811787491825689,0.6308216249251356,0.36114570361145704,LINC
ENSG00000291102,GUSBP1,GUSBP1,chr5,lncRNA,1.4543666748409618,1.0490337465923043,0.7212993564411935,1.1903629863514302,0.5315599068142829,0.5927770859277709,named
ENSG00000272086,GOLPH3-DT,GOLPH3-DT,chr5,lncRNA,1.5046560851317095,1.2843385856059046,0.853576174846281,1.1568887434963095,0.6809722946859068,0.4919053549190536,named
ENSG00000296226,ENSG00000296226,ENSG00000296226,chr5,lncRNA,0.47428241228338386,0.8509587351412496,1.7942025955472318,0.43982972930521147,0.5089245883613963,0.11083437110834371,unnamed
ENSG00000290548,ENSG00000290548,ENSG00000290548,chr5,lncRNA,1.0958423735408696,0.991304244908749,0.9046047760552108,0.9434502633087588,0.5693717009678,0.38978829389788294,unnamed
ENSG00000250155,SLC1A3-AS1,SLC1A3-AS1,chr5,lncRNA,1.895140631049457,1.367976210634549,0.7218336139397822,1.3939534302889818,0.6232463167070399,0.6998754669987547,antisense
ENSG00000285967,NIPBL-DT,NIPBL-DT,chr5,lncRNA,4.70034074460092,2.989426812234871,0.6360021484971482,2.3340117993902805,0.7141067827010593,0.9651307596513076,named
ENSG00000286809,ENSG00000286809,ENSG00000286809,chr5,lncRNA,1.0354673107063848,0.8931135270889228,0.862522184770517,0.9182003822760166,0.5313217345990002,0.39103362391033625,unnamed
ENSG00000177738,ANXA2R-OT1,ANXA2R-OT1,chr5,lncRNA,27.72992125485007,11.51014422601386,0.4150803069446399,4.709561883266247,0.6611020994816285,1.0,named
ENSG00000300695,ENSG00000300695,ENSG00000300695,chr5,lncRNA,0.7706182378143683,0.6080399637155836,0.789028774403406,0.7646453762900125,0.3932514394091716,0.24159402241594022,unnamed
ENSG00000286656,ENSG00000286656,ENSG00000286656,chr5,lncRNA,2.4820558764022396,2.5291172657062155,1.0189606486104543,1.6133799969017946,0.6810941861911927,0.8069738480697385,unnamed
ENSG00000215068,ANXA2R-AS1,ANXA2R-AS1,chr5,lncRNA,3.9924443845134507,2.060577858023113,0.5161193643713663,2.210287828234377,0.5566113032507423,0.9863013698630136,antisense
ENSG00000272144,ENSG00000272144,ENSG00000272144,chr5,lncRNA,0.9701618512536754,0.727754339753612,0.7501370403435094,0.889890530092119,0.49555500295179544,0.39227895392278955,unnamed
ENSG00000248554,C5orf34-AS1,C5orf34-AS1,chr5,lncRNA,0.888163459654795,0.5786802343741082,0.6515469963141981,0.8613164959072409,0.3872675012754984,0.30635118306351183,antisense
ENSG00000248092,NNT-AS1,NNT-AS1,chr5,lncRNA,2.0078865947553135,1.5149621291276971,0.7545058237277164,1.4573551599654497,0.5896936052783067,0.788293897882939,antisense
ENSG00000272335,ENSG00000272335,ENSG00000272335,chr5,lncRNA,0.8816562279398166,0.7951830032900047,0.9019195669361112,0.8190221210604436,0.48946814690147655,0.32254047322540474,unnamed
ENSG00000289056,ENSG00000289056,ENSG00000289056,chr5,lncRNA,2.1157619002982773,1.0393269029777361,0.49123055993739806,1.5597435021005217,0.48501823381944686,0.8667496886674969,unnamed
ENSG00000248727,LINC01948,LINC01948,chr5,lncRNA,7.181544532813966,7.428921921048551,1.0344462652990964,2.501279002233945,1.2395900126204022,0.8717310087173101,LINC
ENSG00000225940,C5orf67,C5orf67,chr5,lncRNA,2.8430884041295816,2.9007768615287164,1.0202907715832341,1.5985168287034042,0.9783743364203643,0.651307596513076,named
ENSG00000269961,ERBIN-DT,ERBIN-DT,chr5,lncRNA,0.674633195757232,0.6835997974434235,1.013291076903097,0.6383495386421957,0.5356671735482091,0.31008717310087175,named
ENSG00000285999,ENSG00000285999,ENSG00000285999,chr5,lncRNA,0.908495302121461,0.9610407736936621,1.0578379122594253,0.7936899292661324,0.5991386602636046,0.32627646326276466,unnamed
ENSG00000290560,GUSBP3,GUSBP3,chr5,lncRNA,1.7014136202414705,3.3958719557836026,1.9959120553540937,0.8839663134028265,1.085699270166832,0.3312577833125778,named
ENSG00000290556,ENSG00000290556,ENSG00000290556,chr5,lncRNA,11.911015779168299,12.392965944791278,1.0404625579008873,2.9930935338083806,1.5095629652344023,0.8655043586550436,unnamed
ENSG00000300022,ENSG00000300022,ENSG00000300022,chr5,lncRNA,0.9363142015883997,1.0287803410845675,1.098755459801106,0.8243448249017198,0.5671166504969043,0.3449564134495641,unnamed
ENSG00000300109,ENSG00000300109,ENSG00000300109,chr5,lncRNA,1.7736143296172862,7.28110115810541,4.105233610554184,0.5294589939376195,1.070818998939389,0.1444582814445828,unnamed
ENSG00000289810,ENSG00000289810,ENSG00000289810,chr5,lncRNA,0.49989820192089757,0.5769244244042367,1.154083815839625,0.49960267497261907,0.47335467568870704,0.16189290161892902,unnamed
ENSG00000303946,ENSG00000303946,ENSG00000303946,chr5,lncRNA,1.7745644926026698,1.2053814349118286,0.6792547917737003,1.3748706550490584,0.5055748987571289,0.788293897882939,unnamed
ENSG00000250348,ENSG00000250348,ENSG00000250348,chr5,lncRNA,1.0483288209202306,0.9645495716882112,0.9200830430680353,0.9161132701287672,0.5544479548590969,0.40099626400996263,unnamed
ENSG00000296090,ENSG00000296090,ENSG00000296090,chr5,lncRNA,1.1232828901495322,1.2310947809400035,1.0959792869061855,0.8929552709170545,0.7133791588499365,0.3848069738480697,unnamed
ENSG00000245556,SCAMP1-AS1,SCAMP1-AS1,chr5,lncRNA,3.985111545551318,2.163605392740555,0.54292216617019,2.199246552704777,0.5788664306474295,0.9788293897882939,antisense
ENSG00000249825,THBS4-AS1,THBS4-AS1,chr5,lncRNA,0.7506876268056396,0.6026315952292937,0.8027727828599484,0.747963881723298,0.39560972501816266,0.23412204234122042,antisense
ENSG00000288741,ENSG00000288741,ENSG00000288741,chr5,lncRNA,1.2035856406833045,0.7857925756857984,0.6528763297970929,1.0659784851422942,0.445497035576453,0.523038605230386,unnamed
ENSG00000249042,FAM151B-DT,FAM151B-DT,chr5,lncRNA,0.8411887576463748,0.6529901583095535,0.7762706674024077,0.8075132038532865,0.44065799099733827,0.3001245330012453,named
ENSG00000247572,CKMT2-AS1,CKMT2-AS1,chr5,lncRNA,1.0982269402943026,0.7562403140675023,0.6886011318069152,0.9920024617330963,0.45669483780385917,0.44084682440846823,antisense
ENSG00000271862,ENSG00000271862,ENSG00000271862,chr5,lncRNA,1.5979841512619672,1.4062945311211892,0.8800428527470713,1.170971012993765,0.7694174892668267,0.49813200498132004,unnamed
ENSG00000247828,TMEM161B-DT,TMEM161B-DT,chr5,lncRNA,5.261396212201169,4.0070669808450425,0.7615976480829671,2.4245161218045275,0.7806906026040802,0.9701120797011208,named
ENSG00000248309,MEF2C-AS1,MEF2C-AS1,chr5,lncRNA,0.7438256883181955,0.4381734060214983,0.589080765699578,0.7608140471038038,0.34041517006779753,0.2266500622665006,antisense
ENSG00000248323,LUCAT1,LUCAT1,chr5,lncRNA,64.95161237836733,41.567971691437975,0.639983676606657,5.7528446364478665,0.9923998355655609,1.0,named
ENSG00000285618,ENSG00000285618,ENSG00000285618,chr5,lncRNA,0.5311413874875994,0.48975396836224294,0.9220783390254581,0.5569787151170267,0.38900149082830576,0.12826899128268993,unnamed
ENSG00000286638,ENSG00000286638,ENSG00000286638,chr5,lncRNA,0.5971436556672614,0.5790855627373526,0.9697592149585341,0.6060545518739459,0.42179324409278723,0.1519302615193026,unnamed
ENSG00000281357,ARRDC3-AS1,ARRDC3-AS1,chr5,lncRNA,0.5513846573302014,0.34847233194141053,0.631994973579261,0.6014486716650942,0.2973135419041353,0.10087173100871731,antisense
ENSG00000289274,ENSG00000289274,ENSG00000289274,chr5,lncRNA,0.4829507035680589,0.5317214141271766,1.100984862841689,0.4916080351560718,0.45149263114475413,0.16064757160647572,unnamed
ENSG00000251023,ENSG00000251023,ENSG00000251023,chr5,lncRNA,1.3867338579910613,0.9501072642855117,0.6851403092313016,1.1563636040913863,0.521394558499749,0.5965130759651308,unnamed
ENSG00000251409,ENSG00000251409,ENSG00000251409,chr5,lncRNA,0.5468399688745152,0.3497456801463522,0.6395759272428188,0.5950977449767393,0.3097744269192305,0.11207970112079702,unnamed
ENSG00000236882,LINC01554,LINC01554,chr5,lncRNA,1.5492272842113073,4.323499487482281,2.790745768257833,1.0125370026863245,0.7495693569625816,0.40722291407222916,LINC
ENSG00000250362,ENSG00000250362,ENSG00000250362,chr5,lncRNA,2.271215493955477,3.0496369483931485,1.342733420280608,1.2946604630920766,1.0295943980232871,0.5006226650062267,unnamed
ENSG00000248734,ENSG00000248734,ENSG00000248734,chr5,lncRNA,0.7668422890072512,0.5052444481294925,0.6588635699572315,0.7674492996527341,0.387541721380991,0.25280199252801994,unnamed
ENSG00000247121,ENSG00000247121,ENSG00000247121,chr5,lncRNA,1.9499812371734468,0.9362102468396774,0.48011243851594215,1.4898804721172731,0.4532297266885235,0.8518057285180572,unnamed
ENSG00000248489,CHD1-DT,CHD1-DT,chr5,lncRNA,4.40224256550967,2.9291399590605143,0.6653745029884315,2.222506562787884,0.789106083780115,0.9613947696139477,named
ENSG00000249476,ENSG00000249476,ENSG00000249476,chr5,lncRNA,4.68596075197222,3.7663730443564583,0.8037568481066071,2.2226512668333416,0.9048425617245993,0.9115815691158157,unnamed
ENSG00000224032,EPB41L4A-AS1,EPB41L4A-AS1,chr5,lncRNA,9.621631124855451,6.220461697786876,0.6465080210482843,3.174970659109426,0.832652178729106,1.0,antisense
ENSG00000249261,ENSG00000249261,ENSG00000249261,chr5,lncRNA,0.4233288249915972,0.6258232525750564,1.478338387629235,0.41268829975438065,0.4874770107989717,0.13325031133250312,unnamed
ENSG00000245937,SLC12A2-DT,SLC12A2-DT,chr5,lncRNA,4.464202608645391,2.8939705603075967,0.6482614733263052,2.2553206125259946,0.753231820368173,0.9688667496886675,named
ENSG00000233006,MIR3936HG,MIR3936HG,chr5,lncRNA,0.7197247610435956,0.4696438516542124,0.6525325750544309,0.7367635681741596,0.3511244820681256,0.20797011207970112,MIR_host
ENSG00000197536,CARINH,CARINH,chr5,lncRNA,29.06903679220582,17.474098727489736,0.6011241050881674,4.697876418061671,0.7885616354186469,1.0,named
ENSG00000238160,LINC02863,LINC02863,chr5,lncRNA,12.715050587709658,13.61235431126227,1.0705702047634749,3.102902473978044,1.41560355813138,0.950186799501868,LINC
ENSG00000288758,ENSG00000288758,ENSG00000288758,chr5,lncRNA,1.4003959779305342,1.7523200124522647,1.2513032314201544,1.0149968667360623,0.7846618048928442,0.42216687422166876,unnamed
ENSG00000309115,ENSG00000309115,ENSG00000309115,chr5,lncRNA,1.3899893570840818,1.6398053857891657,1.1797251377731033,1.0412796363611352,0.7341978765769176,0.44084682440846823,unnamed
ENSG00000224186,PITX1-AS1,PITX1-AS1,chr5,lncRNA,17.6599981556698,13.37488069387058,0.7573545917713774,3.9318058186857368,0.912752525901036,0.9962640099626401,antisense
ENSG00000281398,SNHG4,SNHG4,chr5,lncRNA,2.319949401740886,1.6707537370295118,0.7201681794334743,1.5846553664503233,0.6312492017569163,0.8019925280199253,SNHG
ENSG00000245146,MALINC1,MALINC1,chr5,lncRNA,0.5573532083938201,0.45478340003718193,0.8159698252168966,0.5886324769197955,0.3671582401131213,0.12453300124533001,named
ENSG00000250069,ENSG00000250069,ENSG00000250069,chr5,lncRNA,1.137926699522227,1.5290741846637965,1.343736978230494,0.8564402952881865,0.76946095976404,0.3711083437110834,unnamed
ENSG00000298741,ENSG00000298741,ENSG00000298741,chr5,lncRNA,2.851842463586891,1.804586503350811,0.6327791686926146,1.8184669030745853,0.5875335218167099,0.9352428393524284,unnamed
ENSG00000293441,ENSG00000293441,ENSG00000293441,chr5,lncRNA,19.769564840484783,20.359113172978613,1.0298210070505212,3.5036327896897657,1.6975478490723823,0.9638854296388543,unnamed
ENSG00000301000,ENSG00000301000,ENSG00000301000,chr5,lncRNA,1.1818815218953684,0.731896822656376,0.6192641217392436,1.0552707072575742,0.43883114312748683,0.48816936488169366,unnamed
ENSG00000289478,ENSG00000289478,ENSG00000289478,chr5,lncRNA,0.45016590791438,0.43881000150358496,0.9747739528668287,0.48022013131406627,0.38745159098757065,0.12204234122042341,unnamed
ENSG00000289306,ENSG00000289306,ENSG00000289306,chr5,lncRNA,0.7924709136829927,0.8419255485929986,1.0624056152170513,0.7215439288966529,0.5573121418922443,0.2876712328767123,unnamed
ENSG00000280047,ENSG00000280047,ENSG00000280047,chr5,TEC,1.418533326662246,0.8712242888562763,0.6141725911411848,1.204230821465575,0.42943841484191847,0.6774595267745953,unnamed
ENSG00000247199,FBXO38-DT,FBXO38-DT,chr5,lncRNA,0.6990339929633492,0.679826082857676,0.9725222087923837,0.66635824075466,0.5155121685777653,0.27023661270236615,named
ENSG00000249669,CARMN,CARMN,chr5,lncRNA,0.8934262999637768,0.8221661963411973,0.9202395277310857,0.8248197089184737,0.4946657442720734,0.30884184308841844,named
ENSG00000298634,ENSG00000298634,ENSG00000298634,chr5,lncRNA,1.497932565790631,1.2338382763320561,0.8236941398498924,1.1749921334096354,0.6283745542128027,0.5417185554171855,unnamed
ENSG00000299955,ENSG00000299955,ENSG00000299955,chr5,lncRNA,4.701651342676073,5.033311870348957,1.070541285072004,1.9826826424144515,1.2407815077863522,0.6699875466998755,unnamed
ENSG00000271795,ENSG00000271795,ENSG00000271795,chr5,lncRNA,1.4111990637229417,1.0281246172331118,0.7285468391119637,1.1566325761828065,0.5576867056218743,0.5529265255292652,unnamed
ENSG00000275765,ENSG00000275765,ENSG00000275765,chr5,lncRNA,0.8908286623404414,0.4278452104283078,0.4802777778885625,0.8845132897622837,0.31228961170820874,0.3437110834371108,unnamed
ENSG00000245275,SAP30L-AS1,SAP30L-AS1,chr5,lncRNA,4.147934382143322,1.9384433829430674,0.46732739825586017,2.2648770032025003,0.5390371381561214,0.9887920298879203,antisense
ENSG00000251405,NIPAL4-DT,NIPAL4-DT,chr5,lncRNA,0.6460969214204921,0.5469980322233998,0.8466191589657849,0.6572913457094997,0.4026127207531934,0.18306351183063513,named
ENSG00000248544,ENSG00000248544,ENSG00000248544,chr5,lncRNA,0.8896241576636822,0.7100297090045541,0.7981232331518779,0.8368385565572176,0.4633072995726213,0.3125778331257783,unnamed
ENSG00000253519,ENSG00000253519,ENSG00000253519,chr5,lncRNA,1.2076512012733922,0.8412760153917015,0.6966216855534354,1.0476332944856526,0.515228020040742,0.4931506849315068,unnamed
ENSG00000253315,LINC01932,LINC01932,chr5,lncRNA,0.6226514212999541,0.764198554991316,1.2273296564486174,0.5934603432524299,0.506425612305354,0.18057285180572852,LINC
ENSG00000253522,MIR3142HG,MIR3142HG,chr5,lncRNA,0.6051441689416712,0.6692636983372462,1.1059574440049762,0.6028324035463192,0.44164115520703184,0.15317559153175592,MIR_host
ENSG00000300307,ENSG00000300307,ENSG00000300307,chr5,lncRNA,11.02589735142961,11.75228953467525,1.0658805501351285,2.9209409183184385,1.4148622902379013,0.9539227895392279,unnamed
ENSG00000235172,LINC01366,LINC01366,chr5,lncRNA,1.9475772283861352,2.588273327029335,1.3289708306838823,1.1589228819889097,1.0086727447435597,0.44084682440846823,LINC
ENSG00000250274,ENSG00000250274,ENSG00000250274,chr5,lncRNA,0.46537739907446074,0.5016777593438349,1.0780019836407355,0.48971094237392143,0.39752112605600803,0.10834371108343711,unnamed
ENSG00000295530,ENSG00000295530,ENSG00000295530,chr5,lncRNA,0.6108661065096945,0.612748769631716,1.0030819570802159,0.6041687974502976,0.4685785098679076,0.2054794520547945,unnamed
ENSG00000253736,ENSG00000253736,ENSG00000253736,chr5,lncRNA,1.6414968484185821,1.344406566109707,0.8190125783091866,1.2498932648222616,0.637208180905568,0.5803237858032378,unnamed
ENSG00000287003,ENSG00000287003,ENSG00000287003,chr5,lncRNA,0.46372867059945433,0.4327300642899267,0.9331535695874568,0.49726592075589837,0.37430118393996464,0.099626400996264,unnamed
ENSG00000304299,ENSG00000304299,ENSG00000304299,chr5,lncRNA,1.240537924552741,1.0846834230547642,0.8743653874554718,1.0164499230911652,0.638457775309331,0.4919053549190536,unnamed
ENSG00000306371,ENSG00000306371,ENSG00000306371,chr5,lncRNA,3.633496332674712,4.451472443240377,1.2251209401836747,1.7282769427215148,1.1314540645195064,0.6612702366127023,unnamed
ENSG00000246334,PRR7-AS1,PRR7-AS1,chr5,lncRNA,8.306414866731426,5.147604480619145,0.6197143488746459,3.026438436398856,0.7486100705090011,0.9962640099626401,antisense
ENSG00000279821,ENSG00000279821,ENSG00000279821,chr5,TEC,4.360509224060595,3.5325553809508667,0.8101245059771434,2.1771134425494307,0.8330268152132893,0.9227895392278954,unnamed
ENSG00000247679,ENSG00000247679,ENSG00000247679,chr5,lncRNA,1.4416974948461974,0.8496510982610016,0.5893407606646662,1.217968770156359,0.4363898520533205,0.688667496886675,unnamed
ENSG00000291113,ENSG00000291113,ENSG00000291113,chr5,lncRNA,4.312907388223244,2.597964543090633,0.6023696567620704,2.2657851774875484,0.6342942244772927,0.9813200498132005,unnamed
ENSG00000290043,ENSG00000290043,ENSG00000290043,chr5,lncRNA,1.0556418331983841,0.5706204871383569,0.5405436476588756,0.9884878086297718,0.38033226891571614,0.48194271481942713,unnamed
ENSG00000285865,ENSG00000285865,ENSG00000285865,chr5,lncRNA,1.069278708716469,1.108973274325485,1.0371227494622652,0.9037200575068084,0.6058790498282088,0.3698630136986301,unnamed
ENSG00000248367,ENSG00000248367,ENSG00000248367,chr5,lncRNA,1.0742810531446363,0.6374215799645648,0.5933471302492992,0.992241572717068,0.410359126279795,0.48692403486924035,unnamed
ENSG00000296385,ENSG00000296385,ENSG00000296385,chr5,lncRNA,1.2646584434187351,1.6200035407528914,1.2809810816377871,0.9277873044489652,0.7976831060178453,0.41594022415940224,unnamed
ENSG00000278970,HEIH,HEIH,chr5,lncRNA,17.01741265917136,10.183742389866294,0.5984307129308445,3.9740673002069333,0.742291344431476,1.0,named
ENSG00000245060,LINC00847,LINC00847,chr5,lncRNA,5.57397541303875,2.9307713108987308,0.5257955218178779,2.604812820497809,0.5530689181119326,0.9987546699875467,LINC
ENSG00000299843,ENSG00000299843,ENSG00000299843,chr5,lncRNA,2.0821160937372643,2.121572264826931,1.0189500341543614,1.3508932267873142,0.8577179849423653,0.5778331257783312,unnamed
ENSG00000248275,TRIM52-AS1,TRIM52-AS1,chr5,lncRNA,13.394444215821117,6.364543268341365,0.47516292320839687,3.7288137508735524,0.5754912695443033,1.0,antisense
ENSG00000238035,ENSG00000238035,ENSG00000238035,chr5,lncRNA,0.9234873363725836,1.2161129529255932,1.3168701995442944,0.7912939911127101,0.5895758679899796,0.2577833125778331,unnamed
ENSG00000287265,ENSG00000287265,ENSG00000287265,chr6,lncRNA,2.948745098459859,1.7915287522656917,0.6075563307257091,1.8456619994148968,0.6236912708320989,0.912826899128269,unnamed
ENSG00000250903,GMDS-DT,GMDS-DT,chr6,lncRNA,2.928083094266773,1.2528882384573274,0.4278868454623094,1.9060175315289831,0.4394902595470648,0.9838107098381071,named
ENSG00000302483,ENSG00000302483,ENSG00000302483,chr6,lncRNA,1.956054128952015,1.844178575414077,0.9428054919942951,1.3801494590455212,0.6737567111489146,0.6575342465753424,unnamed
ENSG00000230438,SERPINB9P1,SERPINB9P1,chr6,lncRNA,7.931411461276389,5.12767627857846,0.6465023663963679,2.93079079789277,0.8290076678288113,0.9863013698630136,named
ENSG00000244041,LINC01011,LINC01011,chr6,lncRNA,2.1519499997231426,1.102195660754308,0.5121846050773067,1.5753526521024812,0.47966195130157524,0.9078455790784558,LINC
ENSG00000288612,ENSG00000288612,ENSG00000288612,chr6,lncRNA,12.275395345756964,13.131901712741795,1.0697742388623668,3.05475177020968,1.4207357843868487,0.9663760896637609,unnamed
ENSG00000294111,ENSG00000294111,ENSG00000294111,chr6,lncRNA,1.7747287593105712,2.2327614111358103,1.258086002958092,1.1364973983613293,0.9269784255609119,0.46077210460772106,unnamed
ENSG00000299353,ENSG00000299353,ENSG00000299353,chr6,lncRNA,0.49930956480375005,0.5774592554766657,1.1565155089781463,0.5092431144035887,0.4318913362730353,0.1232876712328767,unnamed
ENSG00000298336,ENSG00000298336,ENSG00000298336,chr6,lncRNA,0.5994831690276957,0.4921640853086924,0.8209806558988727,0.6243914562666628,0.3729416217041672,0.1382316313823163,unnamed
ENSG00000301694,ENSG00000301694,ENSG00000301694,chr6,lncRNA,0.5732889593362792,0.7774782494703609,1.3561716771425012,0.5451075542480551,0.509783790967058,0.17559153175591533,unnamed
ENSG00000216863,LY86-AS1,LY86-AS1,chr6,lncRNA,0.9954197657660645,0.7811481866563407,0.7847424910788037,0.9055647128607187,0.495732661774638,0.39103362391033625,antisense
ENSG00000261211,ENSG00000261211,ENSG00000261211,chr6,lncRNA,0.8239461201889985,0.9519291670663234,1.1553293883439464,0.7268665170117531,0.5943321429279091,0.28393524283935245,unnamed
ENSG00000287497,ENSG00000287497,ENSG00000287497,chr6,lncRNA,1.242255143909344,0.9701762766337702,0.7809798827482823,1.0564195307590125,0.5398605675950746,0.5056039850560399,unnamed
ENSG00000226281,ENSG00000226281,ENSG00000226281,chr6,lncRNA,1.9924813725390844,1.8513903764969506,0.9291882985774984,1.4297772593211324,0.6240899949811263,0.7347447073474471,unnamed
ENSG00000300630,ENSG00000300630,ENSG00000300630,chr6,lncRNA,0.8867018597474063,1.2913441850347518,1.4563454117516066,0.7146445594199811,0.6884794192324555,0.2727272727272727,unnamed
ENSG00000300652,ENSG00000300652,ENSG00000300652,chr6,lncRNA,0.5187581728215077,0.7678288761471538,1.4801287312177833,0.48673257880703036,0.5257374548139514,0.1519302615193026,unnamed
ENSG00000287920,ENSG00000287920,ENSG00000287920,chr6,lncRNA,1.5416141007520812,1.6552970403396148,1.0737427995320443,1.1649630743208728,0.6575205587253289,0.5305105853051059,unnamed
ENSG00000290062,ENSG00000290062,ENSG00000290062,chr6,lncRNA,3.298347773965482,2.6174519002833354,0.7935645600938162,1.9074440060475046,0.7313106134947572,0.8904109589041096,unnamed
ENSG00000215022,ENSG00000215022,ENSG00000215022,chr6,lncRNA,5.254776713385751,3.775669837268586,0.7185214602269658,2.4537016054059806,0.7123327666490461,0.9925280199252802,unnamed
ENSG00000300133,ENSG00000300133,ENSG00000300133,chr6,lncRNA,1.150167000299502,1.4004436256320343,1.2176002487181086,0.9164938723244673,0.6716229396158699,0.3574097135740971,unnamed
ENSG00000285639,ENSG00000285639,ENSG00000285639,chr6,lncRNA,0.4872051067690774,0.8701835461476949,1.7860723010855863,0.4347209858569801,0.5632509315579354,0.16064757160647572,unnamed
ENSG00000235488,JARID2-AS1,JARID2-AS1,chr6,lncRNA,0.5642062379144953,0.36694468204580144,0.6503733163287205,0.6111984034352705,0.3056443279906866,0.11083437110834371,antisense
ENSG00000287626,ENSG00000287626,ENSG00000287626,chr6,lncRNA,2.9235927886430315,4.105276634193158,1.4041889315572564,1.5174693048681385,1.0503122872234203,0.6052303860523038,unnamed
ENSG00000282024,ENSG00000282024,ENSG00000282024,chr6,lncRNA,1.3322436971010623,3.4906386121803386,2.6201201925562896,0.8879109593266937,0.7898167452951288,0.3287671232876712,unnamed
ENSG00000229931,ATXN1-AS1,ATXN1-AS1,chr6,lncRNA,2.1290971229278903,1.6801091619320163,0.7891181401915404,1.4897429470211925,0.640938125267689,0.7683686176836861,antisense
ENSG00000286885,ENSG00000286885,ENSG00000286885,chr6,lncRNA,0.6923505924466794,0.5604199434657783,0.8094453151044836,0.6945331110303177,0.41430799922092354,0.21793275217932753,unnamed
ENSG00000272345,ENSG00000272345,ENSG00000272345,chr6,lncRNA,1.0361016937673067,0.8191550064040656,0.7906125540877996,0.9185329716500011,0.5483493909414082,0.44084682440846823,unnamed
