ensg	biotype	symbol	chrom
ENSG00000119737	protein_coding	GPR75	chr2
ENSG00000068878	protein_coding	PSME4	chr2
ENSG00000170634	protein_coding	ACYP2	chr2
ENSG00000235937	processed_pseudogene	RPL21P30	chr2
ENSG00000233266	processed_pseudogene	HMGB1P31	chr2
ENSG00000296193	lncRNA	ENSG00000296193	chr2
ENSG00000241114	transcribed_processed_pseudogene	ENSG00000241114	chr2
ENSG00000272156	lncRNA	ENSG00000272156	chr2
ENSG00000289065	lncRNA	ENSG00000289065	chr2
ENSG00000252934	snRNA	RNU7-172P	chr2
ENSG00000178021	protein_coding	TSPYL6	chr2
ENSG00000177994	protein_coding	C2orf73	chr2
ENSG00000304731	lncRNA	ENSG00000304731	chr2
ENSG00000304706	lncRNA	ENSG00000304706	chr2
ENSG00000115306	protein_coding	SPTBN1	chr2
ENSG00000228108	lncRNA	SPTBN1-AS1	chr2
ENSG00000237887	processed_pseudogene	RPL23AP32	chr2
ENSG00000234943	lncRNA	ENSG00000234943	chr2
ENSG00000304758	lncRNA	ENSG00000304758	chr2
ENSG00000289627	lncRNA	ENSG00000289627	chr2
ENSG00000238018	lncRNA	SPTBN1-AS2	chr2
ENSG00000299013	lncRNA	ENSG00000299013	chr2
ENSG00000214595	protein_coding	EML6	chr2
ENSG00000231334	lncRNA	EML6-AS1	chr2
ENSG00000285519	lncRNA	ENSG00000285519	chr2
ENSG00000252507	snRNA	RNU7-81P	chr2
ENSG00000115310	protein_coding	RTN4	chr2
ENSG00000200086	snRNA	RNU6-433P	chr2
ENSG00000308497	lncRNA	ENSG00000308497	chr2
ENSG00000290071	lncRNA	ENSG00000290071	chr2
ENSG00000162994	protein_coding	CLHC1	chr2
ENSG00000203327	lncRNA	ENSG00000203327	chr2
ENSG00000227799	processed_pseudogene	CDPF1P1	chr2
ENSG00000143947	protein_coding	RPS27A	chr2
ENSG00000289606	lncRNA	ENSG00000289606	chr2
ENSG00000085760	protein_coding	MTIF2	chr2
ENSG00000293422	lncRNA	PRORSD1P	chr2
ENSG00000162997	transcribed_unitary_pseudogene	PRORSD1P	chr2
ENSG00000206964	misc_RNA	Y_RNA	chr2
ENSG00000115355	protein_coding	CCDC88A	chr2
ENSG00000233594	processed_pseudogene	BTF3P5	chr2
ENSG00000238619	snRNA	RNU6-775P	chr2
ENSG00000238493	snRNA	RNU6-221P	chr2
ENSG00000239189	snRNA	RNU6-634P	chr2
ENSG00000308549	lncRNA	ENSG00000308549	chr2
ENSG00000163001	protein_coding	CFAP36	chr2
ENSG00000275052	protein_coding	PPP4R3B	chr2
ENSG00000212175	snoRNA	ENSG00000212175	chr2
ENSG00000272606	lncRNA	PPP4R3B-DT	chr2
ENSG00000138035	protein_coding	PNPT1	chr2
ENSG00000304487	lncRNA	ENSG00000304487	chr2
ENSG00000115380	protein_coding	EFEMP1	chr2
ENSG00000300478	lncRNA	ENSG00000300478	chr2
ENSG00000202344	misc_RNA	RN7SKP208	chr2
ENSG00000272180	lncRNA	ENSG00000272180	chr2
ENSG00000226702	lncRNA	MIR217HG	chr2
ENSG00000207548	miRNA	MIR217	chr2
ENSG00000207798	miRNA	MIR216A	chr2
ENSG00000211520	miRNA	MIR216B	chr2
ENSG00000229805	lncRNA	LINC01813	chr2
ENSG00000271894	lncRNA	ENSG00000271894	chr2
ENSG00000233251	lncRNA	ENSG00000233251	chr2
ENSG00000055813	protein_coding	CCDC85A	chr2
ENSG00000199395	rRNA_pseudogene	RNA5SP93	chr2
ENSG00000298286	lncRNA	ENSG00000298286	chr2
ENSG00000231570	processed_pseudogene	PPIAP63	chr2
ENSG00000300958	lncRNA	ENSG00000300958	chr2
ENSG00000297911	lncRNA	ENSG00000297911	chr2
ENSG00000271115	processed_pseudogene	EIF2S2P7	chr2
ENSG00000285755	lncRNA	ENSG00000285755	chr2
ENSG00000270569	processed_pseudogene	ENSG00000270569	chr2
ENSG00000305544	lncRNA	ENSG00000305544	chr2
ENSG00000212168	snoRNA	ENSG00000212168	chr2
ENSG00000305526	lncRNA	ENSG00000305526	chr2
ENSG00000305509	lncRNA	ENSG00000305509	chr2
ENSG00000293611	lncRNA	ENSG00000293611	chr2
ENSG00000293318	lncRNA	ENSG00000293318	chr2
ENSG00000271615	transcribed_processed_pseudogene	ACTG1P22	chr2
ENSG00000293612	lncRNA	ENSG00000293612	chr2
ENSG00000028116	protein_coding	VRK2	chr2
ENSG00000303851	lncRNA	ENSG00000303851	chr2
ENSG00000115392	protein_coding	FANCL	chr2
ENSG00000273063	lncRNA	ENSG00000273063	chr2
ENSG00000233426	processed_pseudogene	EIF3FP3	chr2
ENSG00000225226	lncRNA	LINC01795	chr2
ENSG00000298880	lncRNA	ENSG00000298880	chr2
ENSG00000233723	lncRNA	LINC01122	chr2
ENSG00000289529	lncRNA	ENSG00000289529	chr2
ENSG00000231043	processed_pseudogene	ENSG00000231043	chr2
ENSG00000306914	lncRNA	ENSG00000306914	chr2
ENSG00000233891	lncRNA	ENSG00000233891	chr2
ENSG00000305045	lncRNA	ENSG00000305045	chr2
ENSG00000231815	lncRNA	ENSG00000231815	chr2
ENSG00000270447	processed_pseudogene	ENSG00000270447	chr2
ENSG00000200101	snRNA	RNU6-508P	chr2
ENSG00000252726	rRNA_pseudogene	RNA5SP94	chr2
ENSG00000286604	lncRNA	ENSG00000286604	chr2
ENSG00000304979	lncRNA	ENSG00000304979	chr2
ENSG00000304963	lncRNA	ENSG00000304963	chr2
ENSG00000285611	lncRNA	ENSG00000285611	chr2
ENSG00000304066	lncRNA	ENSG00000304066	chr2
ENSG00000301686	lncRNA	ENSG00000301686	chr2
ENSG00000299640	lncRNA	ENSG00000299640	chr2
ENSG00000299302	lncRNA	ENSG00000299302	chr2
ENSG00000228590	lncRNA	MIR4432HG	chr2
ENSG00000287640	lncRNA	ENSG00000287640	chr2
ENSG00000200807	snRNA	RNU1-32P	chr2
ENSG00000266078	miRNA	MIR4432	chr2
ENSG00000119866	protein_coding	BCL11A	chr2
ENSG00000233953	lncRNA	ENSG00000233953	chr2
ENSG00000294552	lncRNA	ENSG00000294552	chr2
ENSG00000301945	lncRNA	ENSG00000301945	chr2
ENSG00000295595	lncRNA	ENSG00000295595	chr2
ENSG00000242158	misc_RNA	RN7SL361P	chr2
ENSG00000308184	lncRNA	ENSG00000308184	chr2
ENSG00000297680	lncRNA	ENSG00000297680	chr2
ENSG00000271134	transcribed_processed_pseudogene	IFITM3P9	chr2
ENSG00000213495	processed_pseudogene	RPL26P13	chr2
ENSG00000252718	snRNA	RNU6-612P	chr2
ENSG00000271707	processed_pseudogene	ATP1B3P1	chr2
ENSG00000115421	protein_coding	PAPOLG	chr2
ENSG00000228414	lncRNA	REL-DT	chr2
ENSG00000241524	misc_RNA	RN7SL632P	chr2
ENSG00000237024	processed_pseudogene	RPL21P33	chr2
ENSG00000162924	protein_coding	REL	chr2
ENSG00000201076	snRNA	RNU4-51P	chr2
ENSG00000267520	lncRNA	ENSG00000267520	chr2
ENSG00000237522	processed_pseudogene	NONOP2	chr2
ENSG00000232713	processed_pseudogene	RPS12P3	chr2
ENSG00000162927	protein_coding	PUS10	chr2
ENSG00000222251	rRNA_pseudogene	RNA5SP95	chr2
ENSG00000162928	protein_coding	PEX13	chr2
ENSG00000162929	protein_coding	SANBR	chr2
ENSG00000274769	lncRNA	ENSG00000274769	chr2
ENSG00000271889	lncRNA	C2orf74-AS1	chr2
ENSG00000237651	protein_coding	C2orf74	chr2
ENSG00000293434	lncRNA	AHSA2P	chr2
ENSG00000173209	transcribed_unitary_pseudogene	AHSA2P	chr2
ENSG00000115464	protein_coding	USP34	chr2
ENSG00000273302	lncRNA	ENSG00000273302	chr2
ENSG00000271146	processed_pseudogene	BNIP3P45	chr2
ENSG00000234624	processed_pseudogene	ENSG00000234624	chr2
ENSG00000206937	snoRNA	SNORA70B	chr2
ENSG00000270820	lncRNA	USP34-DT	chr2
ENSG00000304696	lncRNA	ENSG00000304696	chr2
ENSG00000082898	protein_coding	XPO1	chr2
ENSG00000285857	lncRNA	ENSG00000285857	chr2
ENSG00000304442	lncRNA	ENSG00000304442	chr2
ENSG00000271243	processed_pseudogene	ENSG00000271243	chr2
ENSG00000295005	lncRNA	ENSG00000295005	chr2
ENSG00000226884	processed_pseudogene	RPS29P10	chr2
ENSG00000206973	snRNA	RNU6-1145P	chr2
ENSG00000289410	lncRNA	ENSG00000289410	chr2
ENSG00000213486	processed_pseudogene	ENSG00000213486	chr2
ENSG00000298210	lncRNA	ENSG00000298210	chr2
ENSG00000289855	lncRNA	ENSG00000289855	chr2
ENSG00000302408	lncRNA	ENSG00000302408	chr2
ENSG00000227361	processed_pseudogene	RPS24P7	chr2
ENSG00000229831	transcribed_processed_pseudogene	ENSG00000229831	chr2
ENSG00000170264	protein_coding	FAM161A	chr2
ENSG00000286360	lncRNA	ENSG00000286360	chr2
ENSG00000289247	lncRNA	ENSG00000289247	chr2
ENSG00000230702	transcribed_processed_pseudogene	RPL31P30	chr2
ENSG00000277498	unprocessed_pseudogene	ENSG00000277498	chr2
ENSG00000115484	protein_coding	CCT4	chr2
ENSG00000236498	lncRNA	ENSG00000236498	chr2
ENSG00000173163	protein_coding	COMMD1	chr2
ENSG00000278523	misc_RNA	Y_RNA	chr2
ENSG00000299165	lncRNA	ENSG00000299165	chr2
ENSG00000229839	lncRNA	ENSG00000229839	chr2
ENSG00000242735	processed_pseudogene	RPSAP26	chr2
ENSG00000271657	processed_pseudogene	ENSG00000271657	chr2
ENSG00000170340	protein_coding	B3GNT2	chr2
ENSG00000266097	miRNA	MIR5192	chr2
ENSG00000310261	lncRNA	ENSG00000310261	chr2
ENSG00000228541	lncRNA	ENSG00000228541	chr2
ENSG00000239958	misc_RNA	RN7SL51P	chr2
ENSG00000305072	lncRNA	ENSG00000305072	chr2
ENSG00000305092	lncRNA	ENSG00000305092	chr2
ENSG00000270335	processed_pseudogene	ENSG00000270335	chr2
ENSG00000305117	lncRNA	ENSG00000305117	chr2
ENSG00000305048	lncRNA	ENSG00000305048	chr2
ENSG00000241625	misc_RNA	RN7SL18P	chr2
ENSG00000186889	protein_coding	TMEM17	chr2
ENSG00000233702	processed_pseudogene	RPL37P13	chr2
ENSG00000229503	processed_pseudogene	RPL21P37	chr2
ENSG00000226622	lncRNA	ENSG00000226622	chr2
ENSG00000232144	processed_pseudogene	PSAT1P2	chr2
ENSG00000230595	processed_pseudogene	RSL24D1P2	chr2
ENSG00000305136	lncRNA	ENSG00000305136	chr2
ENSG00000305159	lncRNA	ENSG00000305159	chr2
ENSG00000115504	protein_coding	EHBP1	chr2
ENSG00000252436	misc_RNA	Y_RNA	chr2
ENSG00000286524	lncRNA	ENSG00000286524	chr2
ENSG00000226605	lncRNA	ENSG00000226605	chr2
ENSG00000237162	processed_pseudogene	RPS20P9	chr2
ENSG00000231609	lncRNA	EHBP1-AS1	chr2
ENSG00000115507	protein_coding	OTX1	chr2
ENSG00000303305	lncRNA	ENSG00000303305	chr2
ENSG00000270437	processed_pseudogene	ENSG00000270437	chr2
ENSG00000286480	lncRNA	ENSG00000286480	chr2
ENSG00000232403	processed_pseudogene	RPL27P5	chr2
ENSG00000293077	lncRNA	DBIL5P2	chr2
ENSG00000242412	transcribed_processed_pseudogene	DBIL5P2	chr2
ENSG00000143951	protein_coding	WDPCP	chr2
ENSG00000283636	misc_RNA	Metazoa_SRP	chr2
ENSG00000233716	processed_pseudogene	MTFR2P1	chr2
ENSG00000297733	lncRNA	ENSG00000297733	chr2
ENSG00000279485	TEC	ENSG00000279485	chr2
ENSG00000014641	protein_coding	MDH1	chr2
ENSG00000304479	lncRNA	ENSG00000304479	chr2
ENSG00000228305	processed_pseudogene	PRELID1P6	chr2
ENSG00000293170	lncRNA	ENSG00000293170	chr2
ENSG00000229920	transcribed_processed_pseudogene	RPS4XP5	chr2
ENSG00000234488	processed_pseudogene	RPL27P6	chr2
ENSG00000228872	processed_pseudogene	CSP1	chr2
ENSG00000229221	transcribed_processed_pseudogene	HNRNPA1P66	chr2
ENSG00000289943	lncRNA	ENSG00000289943	chr2
ENSG00000306219	lncRNA	ENSG00000306219	chr2
ENSG00000169764	protein_coding	UGP2	chr2
ENSG00000251775	snoRNA	ENSG00000251775	chr2
ENSG00000143952	protein_coding	VPS54	chr2
ENSG00000310049	lncRNA	ENSG00000310049	chr2
ENSG00000228079	lncRNA	ENSG00000228079	chr2
ENSG00000197329	protein_coding	PELI1	chr2
ENSG00000225889	lncRNA	ENSG00000225889	chr2
ENSG00000230923	lncRNA	LINC00309	chr2
ENSG00000270354	processed_pseudogene	ENSG00000270354	chr2
ENSG00000305640	lncRNA	ENSG00000305640	chr2
ENSG00000305703	lncRNA	ENSG00000305703	chr2
ENSG00000288932	lncRNA	ENSG00000288932	chr2
ENSG00000305620	lncRNA	ENSG00000305620	chr2
ENSG00000293670	lncRNA	ENSG00000293670	chr2
ENSG00000290118	lncRNA	ENSG00000290118	chr2
ENSG00000238201	lncRNA	ENSG00000238201	chr2
ENSG00000238012	lncRNA	ENSG00000238012	chr2
ENSG00000264297	miRNA	MIR4433B	chr2
ENSG00000283222	miRNA	MIR4433A	chr2
ENSG00000236148	processed_pseudogene	RPL23AP37	chr2
ENSG00000223935	lncRNA	LGALSL-DT	chr2
ENSG00000305688	lncRNA	ENSG00000305688	chr2
ENSG00000237217	processed_pseudogene	ENSG00000237217	chr2
ENSG00000119862	protein_coding	LGALSL	chr2
ENSG00000223863	lncRNA	LINC01805	chr2
ENSG00000260101	lncRNA	AFTPH-DT	chr2
ENSG00000119844	protein_coding	AFTPH	chr2
ENSG00000283204	miRNA	MIR4434	chr2
ENSG00000302714	lncRNA	ENSG00000302714	chr2
ENSG00000252414	snRNA	RNU6-100P	chr2
ENSG00000233694	lncRNA	LINC02579	chr2
ENSG00000179833	protein_coding	SERTAD2	chr2
ENSG00000226756	lncRNA	ENSG00000226756	chr2
ENSG00000227791	processed_pseudogene	RPS10P9	chr2
ENSG00000303882	lncRNA	ENSG00000303882	chr2
ENSG00000234572	lncRNA	LINC01800	chr2
ENSG00000300542	lncRNA	ENSG00000300542	chr2
ENSG00000275588	misc_RNA	RN7SL341P	chr2
ENSG00000199964	misc_RNA	Y_RNA	chr2
ENSG00000287123	lncRNA	ENSG00000287123	chr2
ENSG00000300610	lncRNA	ENSG00000300610	chr2
ENSG00000300479	lncRNA	ENSG00000300479	chr2
ENSG00000237638	lncRNA	LINC02245	chr2
ENSG00000244534	misc_RNA	RN7SL211P	chr2
ENSG00000227394	processed_pseudogene	RPL11P1	chr2
ENSG00000115902	protein_coding	SLC1A4	chr2
ENSG00000252892	snRNA	RNU6-548P	chr2
ENSG00000232613	lncRNA	LINC02576	chr2
ENSG00000011523	protein_coding	CEP68	chr2
ENSG00000138069	protein_coding	RAB1A	chr2
ENSG00000300592	lncRNA	ENSG00000300592	chr2
ENSG00000272025	snoRNA	SNORA74	chr2
ENSG00000293332	lncRNA	ENSG00000293332	chr2
ENSG00000273763	transcribed_processed_pseudogene	ENSG00000273763	chr2
ENSG00000172974	processed_pseudogene	VDAC2P5	chr2
ENSG00000138071	protein_coding	ACTR2	chr2
ENSG00000298612	lncRNA	ENSG00000298612	chr2
ENSG00000198369	protein_coding	SPRED2	chr2
ENSG00000232693	lncRNA	ENSG00000232693	chr2
ENSG00000204929	lncRNA	LINC02934	chr2
ENSG00000234255	lncRNA	ENSG00000234255	chr2
ENSG00000237979	processed_pseudogene	DNAJB12P1	chr2
ENSG00000223739	processed_pseudogene	RPS15AP15	chr2
ENSG00000243029	misc_RNA	RN7SL635P	chr2
ENSG00000251900	misc_RNA	VTRNA2-2P	chr2
ENSG00000235725	lncRNA	LINC03050	chr2
ENSG00000214533	processed_pseudogene	KRT18P33	chr2
ENSG00000296195	lncRNA	ENSG00000296195	chr2
ENSG00000227293	lncRNA	ENSG00000227293	chr2
ENSG00000225815	lncRNA	ENSG00000225815	chr2
ENSG00000264525	miRNA	MIR4778	chr2
ENSG00000296696	lncRNA	ENSG00000296696	chr2
ENSG00000232164	lncRNA	LINC01873	chr2
ENSG00000226819	lncRNA	MEIS1-AS3	chr2
ENSG00000143995	protein_coding	MEIS1	chr2
ENSG00000297023	lncRNA	ENSG00000297023	chr2
ENSG00000230749	lncRNA	MEIS1-AS2	chr2
ENSG00000305791	lncRNA	ENSG00000305791	chr2
ENSG00000301389	lncRNA	ENSG00000301389	chr2
ENSG00000232046	lncRNA	LINC01798	chr2
ENSG00000298982	lncRNA	ENSG00000298982	chr2
ENSG00000298962	lncRNA	ENSG00000298962	chr2
ENSG00000298923	lncRNA	ENSG00000298923	chr2
ENSG00000237179	lncRNA	LINC01797	chr2
ENSG00000224071	processed_pseudogene	DNMT3AP1	chr2
ENSG00000232688	lncRNA	LINC01628	chr2
ENSG00000230355	processed_pseudogene	ENSG00000230355	chr2
ENSG00000298874	lncRNA	ENSG00000298874	chr2
ENSG00000223859	lncRNA	ENSG00000223859	chr2
ENSG00000235885	lncRNA	LINC01828	chr2
ENSG00000236780	lncRNA	LINC01829	chr2
ENSG00000236605	lncRNA	ENSG00000236605	chr2
ENSG00000289533	lncRNA	ENSG00000289533	chr2
ENSG00000143971	protein_coding	ETAA1	chr2
ENSG00000296177	lncRNA	ENSG00000296177	chr2
ENSG00000308373	lncRNA	ENSG00000308373	chr2
ENSG00000308447	lncRNA	ENSG00000308447	chr2
ENSG00000224173	lncRNA	LINC02831	chr2
ENSG00000308427	lncRNA	ENSG00000308427	chr2
ENSG00000235495	lncRNA	ENSG00000235495	chr2
ENSG00000286002	lncRNA	ENSG00000286002	chr2
ENSG00000237013	lncRNA	LINC01812	chr2
ENSG00000297812	lncRNA	ENSG00000297812	chr2
ENSG00000235968	processed_pseudogene	FBXL12P1	chr2
ENSG00000197223	protein_coding	C1D	chr2
ENSG00000284932	unprocessed_pseudogene	ENSG00000284932	chr2
ENSG00000306782	lncRNA	ENSG00000306782	chr2
ENSG00000243667	protein_coding	DNAAF10	chr2
ENSG00000236259	processed_pseudogene	PPIAP64	chr2
ENSG00000273398	protein_coding	ENSG00000273398	chr2
ENSG00000115946	protein_coding	PNO1	chr2
ENSG00000221823	protein_coding	PPP3R1	chr2
ENSG00000273275	lncRNA	ENSG00000273275	chr2
ENSG00000289156	lncRNA	ENSG00000289156	chr2
ENSG00000273064	lncRNA	ENSG00000273064	chr2
ENSG00000119865	protein_coding	CNRIP1	chr2
ENSG00000303949	lncRNA	ENSG00000303949	chr2
ENSG00000203395	lncRNA	ENSG00000203395	chr2
ENSG00000115956	protein_coding	PLEK	chr2
ENSG00000301281	lncRNA	ENSG00000301281	chr2
ENSG00000229462	unprocessed_pseudogene	WDR4P2	chr2
ENSG00000204923	protein_coding	FBXO48	chr2
ENSG00000169621	protein_coding	APLF	chr2
ENSG00000214525	processed_pseudogene	ENSG00000214525	chr2
ENSG00000169618	protein_coding	PROKR1	chr2
ENSG00000163219	protein_coding	ARHGAP25	chr2
ENSG00000228329	lncRNA	LINC01890	chr2
ENSG00000237576	lncRNA	LINC01888	chr2
ENSG00000300716	lncRNA	ENSG00000300716	chr2
ENSG00000163217	protein_coding	BMP10	chr2
ENSG00000307469	lncRNA	ENSG00000307469	chr2
ENSG00000283586	unitary_pseudogene	GKN3P	chr2
ENSG00000183607	protein_coding	GKN2	chr2
ENSG00000169605	protein_coding	GKN1	chr2
ENSG00000300948	lncRNA	ENSG00000300948	chr2
ENSG00000169604	protein_coding	ANTXR1	chr2
ENSG00000286347	lncRNA	ENSG00000286347	chr2
ENSG00000266649	miRNA	MIR3126	chr2
ENSG00000300924	lncRNA	ENSG00000300924	chr2
ENSG00000251850	rRNA_pseudogene	RNA5SP96	chr2
ENSG00000199460	snRNA	RNU6-1216P	chr2
ENSG00000271597	processed_pseudogene	ENSG00000271597	chr2
ENSG00000302374	lncRNA	ENSG00000302374	chr2
ENSG00000302394	lncRNA	ENSG00000302394	chr2
ENSG00000198380	protein_coding	GFPT1	chr2
ENSG00000252250	misc_RNA	Y_RNA	chr2
ENSG00000169599	protein_coding	NFU1	chr2
ENSG00000115977	protein_coding	AAK1	chr2
ENSG00000244236	misc_RNA	RN7SL604P	chr2
ENSG00000207016	snoRNA	SNORA36C	chr2
ENSG00000295761	lncRNA	ENSG00000295761	chr2
ENSG00000232228	processed_pseudogene	RPL36AP16	chr2
ENSG00000229948	processed_pseudogene	B3GALNT1P1	chr2
ENSG00000196975	protein_coding	ANXA4	chr2
ENSG00000289250	lncRNA	ENSG00000289250	chr2
ENSG00000297346	lncRNA	ENSG00000297346	chr2
ENSG00000231024	lncRNA	ENSG00000231024	chr2
ENSG00000288869	lncRNA	SMANTIS	chr2
ENSG00000087338	protein_coding	GMCL1	chr2
ENSG00000275381	processed_pseudogene	ENSG00000275381	chr2
ENSG00000270723	processed_pseudogene	RPL23AP92	chr2
ENSG00000124380	protein_coding	SNRNP27	chr2
ENSG00000059728	protein_coding	MXD1	chr2
ENSG00000305831	lncRNA	ENSG00000305831	chr2
ENSG00000305793	lncRNA	ENSG00000305793	chr2
ENSG00000244617	protein_coding	ASPRV1	chr2
ENSG00000293615	protein_coding	ENSG00000293615	chr2
ENSG00000293616	lncRNA	PCBP1-AS1	chr2
ENSG00000179818	lncRNA	PCBP1-AS1	chr2
ENSG00000305817	lncRNA	ENSG00000305817	chr2
ENSG00000305899	lncRNA	ENSG00000305899	chr2
ENSG00000263669	misc_RNA	RN7SL470P	chr2
ENSG00000169564	protein_coding	PCBP1	chr2
ENSG00000233060	lncRNA	ENSG00000233060	chr2
ENSG00000231327	lncRNA	LINC01816	chr2
ENSG00000225392	transcribed_processed_pseudogene	MRPL36P1	chr2
ENSG00000305846	lncRNA	ENSG00000305846	chr2
ENSG00000305859	lncRNA	ENSG00000305859	chr2
ENSG00000305652	lncRNA	ENSG00000305652	chr2
ENSG00000115998	protein_coding	C2orf42	chr2
ENSG00000116001	protein_coding	TIA1	chr2
ENSG00000221238	miRNA	MIR1285-2	chr2
ENSG00000231414	processed_pseudogene	RPL39P15	chr2
ENSG00000116005	protein_coding	PCYOX1	chr2
ENSG00000143977	protein_coding	SNRPG	chr2
ENSG00000302580	lncRNA	ENSG00000302580	chr2
ENSG00000035141	protein_coding	FAM136A	chr2
ENSG00000233849	lncRNA	ENSG00000233849	chr2
ENSG00000297954	lncRNA	ENSG00000297954	chr2
ENSG00000235289	processed_pseudogene	BRD7P6	chr2
ENSG00000229229	lncRNA	ENSG00000229229	chr2
ENSG00000301215	lncRNA	ENSG00000301215	chr2
ENSG00000163235	protein_coding	TGFA	chr2
ENSG00000224606	lncRNA	TGFA-IT1	chr2
ENSG00000294895	lncRNA	ENSG00000294895	chr2
ENSG00000294870	lncRNA	ENSG00000294870	chr2
ENSG00000302936	lncRNA	ENSG00000302936	chr2
ENSG00000075340	protein_coding	ADD2	chr2
ENSG00000302964	lncRNA	ENSG00000302964	chr2
ENSG00000286979	lncRNA	ENSG00000286979	chr2
ENSG00000235035	lncRNA	ENSG00000235035	chr2
ENSG00000302455	lncRNA	ENSG00000302455	chr2
ENSG00000183733	protein_coding	FIGLA	chr2
ENSG00000228034	processed_pseudogene	HMGN2P21	chr2
ENSG00000152672	protein_coding	CLEC4F	chr2
ENSG00000231386	processed_pseudogene	MOB4P1	chr2
ENSG00000116031	protein_coding	CD207	chr2
ENSG00000237751	lncRNA	LINC01143	chr2
ENSG00000296671	lncRNA	ENSG00000296671	chr2
ENSG00000277764	misc_RNA	ENSG00000277764	chr2
ENSG00000116035	protein_coding	VAX2	chr2
ENSG00000116039	protein_coding	ATP6V1B1	chr2
ENSG00000258881	protein_coding	ENSG00000258881	chr2
ENSG00000239322	lncRNA	ATP6V1B1-AS1	chr2
ENSG00000226186	processed_pseudogene	ELOCP21	chr2
ENSG00000241159	misc_RNA	RN7SL160P	chr2
ENSG00000144043	protein_coding	TEX261	chr2
ENSG00000144031	protein_coding	ANKRD53	chr2
ENSG00000299136	lncRNA	ENSG00000299136	chr2
ENSG00000228384	lncRNA	ENSG00000228384	chr2
ENSG00000236469	lncRNA	ENSG00000236469	chr2
ENSG00000290930	lncRNA	OR7E91P	chr2
ENSG00000205847	transcribed_unprocessed_pseudogene	OR7E91P	chr2
ENSG00000299122	lncRNA	ENSG00000299122	chr2
ENSG00000234485	transcribed_unprocessed_pseudogene	OR7E46P	chr2
ENSG00000234896	transcribed_unprocessed_pseudogene	OR7E62P	chr2
ENSG00000124357	protein_coding	NAGK	chr2
ENSG00000272735	lncRNA	ENSG00000272735	chr2
ENSG00000124370	protein_coding	MCEE	chr2
ENSG00000288065	lncRNA	ENSG00000288065	chr2
ENSG00000124383	protein_coding	MPHOSPH10	chr2
ENSG00000233870	unprocessed_pseudogene	ENSG00000233870	chr2
ENSG00000124374	protein_coding	PAIP2B	chr2
ENSG00000301151	lncRNA	ENSG00000301151	chr2
ENSG00000075292	protein_coding	ZNF638	chr2
ENSG00000281195	lncRNA	ENSG00000281195	chr2
ENSG00000200779	snRNA	RNU6-105P	chr2
ENSG00000289463	lncRNA	ENSG00000289463	chr2
ENSG00000298938	lncRNA	ENSG00000298938	chr2
ENSG00000289327	lncRNA	ENSG00000289327	chr2
ENSG00000135636	protein_coding	DYSF	chr2
ENSG00000303319	lncRNA	ENSG00000303319	chr2
ENSG00000308700	lncRNA	ENSG00000308700	chr2
ENSG00000300545	lncRNA	ENSG00000300545	chr2
ENSG00000300567	lncRNA	ENSG00000300567	chr2
ENSG00000233971	transcribed_processed_pseudogene	RPS20P10	chr2
ENSG00000003137	protein_coding	CYP26B1	chr2
ENSG00000289615	lncRNA	ENSG00000289615	chr2
ENSG00000295385	lncRNA	ENSG00000295385	chr2
ENSG00000144036	protein_coding	EXOC6B	chr2
ENSG00000228568	processed_pseudogene	RPS15AP13	chr2
ENSG00000222536	snRNA	RNU2-39P	chr2
ENSG00000212378	snoRNA	ENSG00000212378	chr2
ENSG00000309317	lncRNA	ENSG00000309317	chr2
ENSG00000116096	protein_coding	SPR	chr2
ENSG00000135638	protein_coding	EMX1	chr2
ENSG00000278060	lncRNA	ENSG00000278060	chr2
ENSG00000144040	protein_coding	SFXN5	chr2
ENSG00000135631	protein_coding	RAB11FIP5	chr2
ENSG00000272702	lncRNA	ENSG00000272702	chr2
ENSG00000297117	lncRNA	ENSG00000297117	chr2
ENSG00000214513	protein_coding	NOTO	chr2
ENSG00000135632	protein_coding	SMYD5	chr2
ENSG00000135617	protein_coding	PRADC1	chr2
ENSG00000135624	protein_coding	CCT7	chr2
ENSG00000163013	protein_coding	FBXO41	chr2
ENSG00000310032	lncRNA	ENSG00000310032	chr2
ENSG00000310068	lncRNA	ENSG00000310068	chr2
ENSG00000135625	protein_coding	EGR4	chr2
ENSG00000252988	snRNA	RNU6-111P	chr2
ENSG00000287435	lncRNA	ENSG00000287435	chr2
ENSG00000285068	lncRNA	ENSG00000285068	chr2
ENSG00000214484	processed_pseudogene	RPSAP28	chr2
ENSG00000116127	protein_coding	ALMS1	chr2
ENSG00000295621	lncRNA	ENSG00000295621	chr2
ENSG00000230002	lncRNA	ALMS1-IT1	chr2
ENSG00000284902	lncRNA	ENSG00000284902	chr2
ENSG00000144035	protein_coding	NAT8	chr2
ENSG00000290727	lncRNA	ALMS1P1	chr2
ENSG00000163016	transcribed_unprocessed_pseudogene	ALMS1P1	chr2
ENSG00000204872	protein_coding	NAT8B	chr2
ENSG00000144034	protein_coding	TPRKB	chr2
ENSG00000273245	lncRNA	ENSG00000273245	chr2
ENSG00000280037	TEC	ENSG00000280037	chr2
ENSG00000144048	protein_coding	DUSP11	chr2
ENSG00000187833	protein_coding	C2orf78	chr2
ENSG00000287250	lncRNA	ENSG00000287250	chr2
ENSG00000293671	lncRNA	ENSG00000293671	chr2
